step,metric,metric_display,mean,std,num_seeds,raw_seed7,smooth_seed7,raw_seed8,smooth_seed8,raw_seed9,smooth_seed9
99,validation/outcome/success_lift_vs_dataset,Validation,0.026909666666666665,0.010634355721381945,3,0.023438,0.026562400000000003,0.013021,0.014062399999999997,0.041667,0.0401042
102,validation/outcome/success_lift_vs_dataset,Validation,0.030034666666666664,0.008984268444094685,3,0.044271,0.0286458,0.03125,0.0197916,0.036458,0.0416666
105,validation/outcome/success_lift_vs_dataset,Validation,0.02986106666666667,0.011269919436959413,3,0.067708,0.0359374,-0.007812,0.014062599999999998,0.036458,0.0395832
108,validation/outcome/success_lift_vs_dataset,Validation,0.029861133333333335,0.014119083351108725,3,0.059896,0.0401042,0.0,0.009895999999999999,0.044271,0.039583200000000006
111,validation/outcome/success_lift_vs_dataset,Validation,0.03541673333333333,0.014402314227311605,3,0.052083,0.0494792,0.041667,0.0156252,0.046875,0.041145799999999996
114,validation/outcome/success_lift_vs_dataset,Validation,0.0347222,0.0162063300916648,3,0.044271,0.0536458,0.005208,0.0140626,0.018229,0.0364582
117,validation/outcome/success_lift_vs_dataset,Validation,0.0317708,0.020363558193989575,3,0.049479,0.0546874,-0.013021,0.005208399999999999,0.03125,0.035416600000000006
120,validation/outcome/success_lift_vs_dataset,Validation,0.03177086666666667,0.016376613222790874,3,0.054688,0.0520834,0.026042,0.0119792,0.015625,0.03125000000000001
123,validation/outcome/success_lift_vs_dataset,Validation,0.03611113333333334,0.011092164228058575,3,0.054688,0.051041800000000005,0.0625,0.0244792,0.052083,0.032812400000000005
126,validation/outcome/success_lift_vs_dataset,Validation,0.036458333333333336,0.010054569282116907,3,0.049479,0.050521,0.057292,0.027604200000000002,0.039062,0.031249800000000005
129,validation/outcome/success_lift_vs_dataset,Validation,0.0375,0.008113471879945516,3,0.036458,0.0489584,0.028646,0.0322918,0.018229,0.031249800000000005
132,validation/outcome/success_lift_vs_dataset,Validation,0.03663193333333333,0.010488889441478327,3,0.03125,0.0453126,0.039062,0.0427084,-0.015625,0.021874800000000003
135,validation/outcome/success_lift_vs_dataset,Validation,0.03402773333333333,0.008551250496207492,3,0.013021,0.0369792,0.026042,0.0427084,0.018229,0.022395600000000005
138,validation/outcome/success_lift_vs_dataset,Validation,0.0251736,0.009339680175823293,3,0.026042,0.03125,0.010417,0.032291799999999996,0.0,0.011979000000000004
141,validation/outcome/success_lift_vs_dataset,Validation,0.02569446666666667,0.007902755810194033,3,0.044271,0.030208400000000003,0.057292,0.032291799999999996,0.052083,0.014583200000000001
144,validation/outcome/success_lift_vs_dataset,Validation,0.027083399999999997,0.006683623402516531,3,0.057292,0.0343752,0.010417,0.028645999999999998,0.036458,0.018229000000000002
147,validation/outcome/success_lift_vs_dataset,Validation,0.0293404,0.004301929030872854,3,0.036458,0.0354168,0.028646,0.026562799999999998,0.023438,0.026041600000000005
150,validation/outcome/success_lift_vs_dataset,Validation,0.032812600000000004,0.0026557262559734314,3,0.013021,0.0354168,0.039062,0.029166800000000003,0.057292,0.03385420000000001
153,validation/outcome/success_lift_vs_dataset,Validation,0.03576393333333334,0.007491467111024087,3,0.0,0.030208400000000003,0.018229,0.0307292,0.0625,0.046354200000000005
156,validation/outcome/success_lift_vs_dataset,Validation,0.030208333333333334,0.009631940138702876,3,0.036458,0.0286458,0.0,0.019270799999999998,0.033854,0.0427084
159,validation/outcome/success_lift_vs_dataset,Validation,0.03281253333333334,0.00522579628212029,3,0.054688,0.028125,0.065104,0.030208199999999998,0.023438,0.040104400000000005
162,validation/outcome/success_lift_vs_dataset,Validation,0.03611113333333334,0.0045471013193999635,3,0.044271,0.0296876,0.072917,0.0390624,0.020833,0.039583400000000005
165,validation/outcome/success_lift_vs_dataset,Validation,0.0314236,0.003017007475407818,3,0.018229,0.0307292,0.020833,0.0354166,0.0,0.028125000000000004
168,validation/outcome/success_lift_vs_dataset,Validation,0.033854133333333335,0.008102265201507263,3,0.044271,0.039583400000000005,0.039062,0.0395832,0.033854,0.022395800000000004
171,validation/outcome/success_lift_vs_dataset,Validation,0.03541673333333333,0.01622678969222056,3,0.026042,0.0375002,0.072917,0.054166599999999995,-0.005208,0.014583400000000005
174,validation/outcome/success_lift_vs_dataset,Validation,0.03559026666666667,0.015275824243846513,3,0.020833,0.0307292,0.075521,0.05625,0.049479,0.019791600000000003
177,validation/outcome/success_lift_vs_dataset,Validation,0.0315972,0.012135337168231739,3,0.020833,0.026041599999999998,0.033854,0.048437400000000005,0.023438,0.020312600000000004
180,validation/outcome/success_lift_vs_dataset,Validation,0.03576393333333334,0.012000514874880254,3,0.033854,0.029166599999999997,0.041667,0.052604200000000004,0.026042,0.025521000000000005
183,validation/outcome/success_lift_vs_dataset,Validation,0.0359376,0.012244258386688842,3,0.044271,0.029166599999999997,0.041667,0.053125200000000004,0.033854,0.025521000000000005
186,validation/outcome/success_lift_vs_dataset,Validation,0.0361112,0.007295917545221207,3,0.013021,0.026562400000000003,0.028646,0.044271,0.054688,0.037500200000000004
189,validation/outcome/success_lift_vs_dataset,Validation,0.03038206666666667,0.001964106937572956,3,0.046875,0.0317708,0.013021,0.03177100000000001,0.0,0.027604400000000008
192,validation/outcome/success_lift_vs_dataset,Validation,0.03159733333333334,0.004130324378975039,3,0.041667,0.0359376,0.039062,0.032812600000000004,0.015625,0.026041800000000004
195,validation/outcome/success_lift_vs_dataset,Validation,0.03159733333333334,0.0006496408101576003,3,0.013021,0.03177100000000001,0.03125,0.0307292,0.057292,0.0322918
198,validation/outcome/success_lift_vs_dataset,Validation,0.029166733333333333,0.0021264020462326096,3,0.044271,0.031771,0.020833,0.026562399999999996,0.018229,0.029166800000000003
201,validation/outcome/success_lift_vs_dataset,Validation,0.03003473333333333,0.0019177221372126748,3,0.015625,0.032291799999999996,0.033854,0.027604,0.059896,0.030208400000000003
204,validation/outcome/success_lift_vs_dataset,Validation,0.03229166666666667,0.0015333748516118152,3,0.049479,0.032812600000000004,0.026042,0.0302082,0.018229,0.0338542
207,validation/outcome/success_lift_vs_dataset,Validation,0.035590333333333335,0.009124119482387817,3,0.028646,0.030208399999999996,0.028646,0.028125,0.088542,0.048437600000000004
210,validation/outcome/success_lift_vs_dataset,Validation,0.03923613333333333,0.006167484618185565,3,0.020833,0.0317708,0.085938,0.0390626,0.049479,0.046875
213,validation/outcome/success_lift_vs_dataset,Validation,0.040451466666666665,0.008718718998160733,3,0.026042,0.028125,0.057292,0.046354400000000004,0.018229,0.046875
216,validation/outcome/success_lift_vs_dataset,Validation,0.042534800000000005,0.0053172148674533225,3,0.054688,0.0359376,0.046875,0.0489586,0.039062,0.042708199999999995
219,validation/outcome/success_lift_vs_dataset,Validation,0.04513893333333333,0.01172619913564872,3,0.020833,0.030208400000000003,0.075521,0.058854399999999994,0.036458,0.046354
222,validation/outcome/success_lift_vs_dataset,Validation,0.045138866666666666,0.013690052682960075,3,0.03125,0.0307292,0.052083,0.06354180000000001,0.0625,0.041145600000000004
225,validation/outcome/success_lift_vs_dataset,Validation,0.04340273333333333,0.005317053786533374,3,0.046875,0.0359376,0.007812,0.0479166,0.075521,0.046354000000000006
228,validation/outcome/success_lift_vs_dataset,Validation,0.04687493333333334,0.0038272460746018883,3,0.057292,0.042187600000000006,0.052083,0.0468748,0.044271,0.05156240000000001
231,validation/outcome/success_lift_vs_dataset,Validation,0.04652773333333334,0.008094798331987993,3,0.028646,0.036979200000000004,0.041667,0.045833200000000004,0.065104,0.05677080000000001
234,validation/outcome/success_lift_vs_dataset,Validation,0.0432292,0.008684023086104739,3,0.010417,0.034895999999999996,0.044271,0.0395832,0.028646,0.055208400000000005
237,validation/outcome/success_lift_vs_dataset,Validation,0.0430556,0.004892113443765046,3,0.072917,0.0432294,0.039062,0.036979,0.03125,0.048958400000000006
240,validation/outcome/success_lift_vs_dataset,Validation,0.04531253333333334,0.006546603765481933,3,0.013021,0.0364586,0.083333,0.052083199999999996,0.067708,0.04739580000000001
243,validation/outcome/success_lift_vs_dataset,Validation,0.04409726666666667,0.009143798284933651,3,0.033854,0.031771,0.059896,0.0536458,0.041667,0.04687500000000001
246,validation/outcome/success_lift_vs_dataset,Validation,0.042882,0.006312247124439918,3,0.041667,0.0343752,0.020833,0.049479,0.054688,0.04479180000000001
249,validation/outcome/success_lift_vs_dataset,Validation,0.04288193333333334,0.0036166309343856973,3,0.03125,0.0385418,0.033854,0.0473956,0.018229,0.04270840000000001
252,validation/outcome/success_lift_vs_dataset,Validation,0.04340273333333333,0.0028314202435448447,3,0.078125,0.039583400000000005,0.033854,0.046354,0.039062,0.04427080000000001
255,validation/outcome/success_lift_vs_dataset,Validation,0.0404514,0.0023421402918413444,3,0.033854,0.04375,0.044271,0.038541599999999995,0.041667,0.03906260000000001
258,validation/outcome/success_lift_vs_dataset,Validation,0.04184026666666666,0.005144355576962212,3,0.059896,0.0489584,0.052083,0.036979,0.044271,0.039583400000000005
261,validation/outcome/success_lift_vs_dataset,Validation,0.0416666,0.002551551815399143,3,0.005208,0.0416666,0.059896,0.0447916,0.049479,0.0385416
264,validation/outcome/success_lift_vs_dataset,Validation,0.045138866666666666,0.0019641540763279106,3,0.041667,0.04375,0.049479,0.0479166,0.044271,0.043750000000000004
267,validation/outcome/success_lift_vs_dataset,Validation,0.042361133333333335,0.0030170228209647687,3,0.067708,0.0416666,0.026042,0.0463542,0.015625,0.0390626
270,validation/outcome/success_lift_vs_dataset,Validation,0.04531253333333333,0.00389755977788952,3,0.072917,0.0494792,0.044271,0.0463542,0.046875,0.040104200000000007
273,validation/outcome/success_lift_vs_dataset,Validation,0.04461813333333333,0.003858701786294911,3,0.057292,0.0489584,0.046875,0.0453126,0.041667,0.039583400000000005
276,validation/outcome/success_lift_vs_dataset,Validation,0.04375013333333334,0.007377988252151729,3,0.028646,0.053646000000000006,0.013021,0.0359376,0.059896,0.041666800000000004
279,validation/outcome/success_lift_vs_dataset,Validation,0.04236126666666667,0.008038756430084337,3,0.023438,0.05000020000000001,0.026042,0.0312502,0.065104,0.0458334
282,validation/outcome/success_lift_vs_dataset,Validation,0.04392373333333333,0.007069139101443368,3,0.03125,0.0427086,0.049479,0.0359376,0.052083,0.053125
285,validation/outcome/success_lift_vs_dataset,Validation,0.04149313333333334,0.010066419277754902,3,0.03125,0.0343752,0.036458,0.034375,0.059896,0.0557292
288,validation/outcome/success_lift_vs_dataset,Validation,0.04027786666666667,0.009435856593983518,3,0.078125,0.0385418,0.023438,0.0296876,0.026042,0.052604200000000004
291,validation/outcome/success_lift_vs_dataset,Validation,0.04583333333333333,0.0055609595247183355,3,0.049479,0.042708399999999994,0.070312,0.041145799999999996,0.065104,0.0536458
294,validation/outcome/success_lift_vs_dataset,Validation,0.046701400000000004,0.004547182770316876,3,0.013021,0.040625,0.059896,0.0479166,0.054688,0.0515626
297,validation/outcome/success_lift_vs_dataset,Validation,0.046875,0.007000758061810165,3,0.039062,0.0421874,0.018229,0.0416666,0.078125,0.056771
300,validation/outcome/success_lift_vs_dataset,Validation,0.043923666666666666,0.006674534998701327,3,0.026042,0.041145799999999996,0.015625,0.0375,0.041667,0.053125200000000004
